transaction_date,client_id_x,amount_normalized,is_fraud
2010-05-23 17:06:00,1546,0.13291739778309195,0
2017-05-05 06:32:00,1382,-0.4828810980400197,0
2010-10-03 16:26:00,1702,-0.23958737093471463,0
2019-09-23 09:52:00,69,-0.49937348626887074,0
2011-12-23 10:00:00,592,0.46549322657841724,0
2015-01-31 13:07:00,970,1.705522416717587,0
2019-08-16 09:52:00,1725,-1.5309537695456459,0
2017-07-24 01:25:00,897,-0.49007326734282697,0
2014-05-27 14:29:00,164,0.03793116181843158,1
2015-10-14 18:56:00,222,-0.09934006952997451,0
2015-09-12 07:35:00,1825,-0.38553880661409495,0
2010-05-05 22:45:00,1166,-0.21763885426925134,0
2019-02-05 11:05:00,106,-0.439232070547121,0
2019-02-24 09:01:00,100,-0.37537056725495377,0
2015-07-10 10:59:00,623,0.5398949779867674,0
2015-04-23 02:27:00,1131,1.351618085851868,0
2019-04-18 16:51:00,216,-0.20040244852631686,0
2019-04-26 06:08:00,515,-0.47444889954707337,0
2013-06-23 05:45:00,554,1.1255607644894972,0
2014-08-05 16:00:00,252,-0.4145554896633515,1
2016-12-19 06:00:00,190,-0.48362511555410326,0
2011-07-04 06:51:00,1497,-0.15278532762497277,0
2011-10-01 17:08:00,497,0.6552176926697102,0
2017-01-19 22:38:00,1651,-0.19569033760378804,0
2017-12-09 12:32:00,1896,0.29821328882864334,0
2018-10-01 14:07:00,1616,-0.47779697836044915,0
2017-09-21 07:55:00,750,-0.46973678862454454,0
2012-03-26 16:48:00,165,2.0306580703720774,0
2014-08-30 21:04:00,1873,0.12411319053310382,0
2012-03-13 17:20:00,1812,0.4584250601946241,0
2010-07-21 10:00:00,1633,-0.009933964920940456,0
2010-04-21 12:42:00,1963,-0.23475125709317188,0
2015-04-12 08:34:00,16,0.008170461255091433,0
2012-11-23 09:26:00,335,-0.47457290246608735,0
2019-07-13 08:27:00,554,-0.466140703973141,0
2010-01-27 12:50:00,92,-0.4076113261985721,0
2015-11-19 13:30:00,912,-0.23251920455092137,0
2013-06-02 08:41:00,671,-0.0151420875195249,0
2019-04-08 18:48:00,488,0.3491784885433632,0
2010-02-09 13:48:00,1664,0.2737847137829017,0
2016-08-11 06:59:00,1843,-0.48883323815268775,0
2016-01-13 06:39:00,1077,-0.5102857431420954,0
2018-10-02 14:47:00,1769,-0.2555837474875099,1
2011-09-30 08:08:00,265,-0.46539668645905746,0
2018-12-27 13:08:00,0,0.12287316134296464,0
2019-07-18 18:20:00,1300,0.3166897237617169,0
2012-01-04 00:14:00,1997,2.6338082684557698,0
2013-01-24 09:06:00,976,0.6958906501062749,0
2016-12-14 21:59:00,1543,-0.19693036679392723,0
2010-04-06 06:27:00,1967,-1.208546180109462,0
2011-10-13 12:26:00,434,-0.34536186085358583,0
2015-06-19 11:29:00,1770,-0.33258956019515235,0
2013-05-17 14:05:00,1053,0.8277057530180687,0
2017-11-29 15:14:00,1247,0.7927369298561442,0
2017-03-19 09:01:00,913,-0.5241740700716542,0
2019-05-30 10:06:00,386,-0.294396661138866,0
2012-07-23 21:21:00,1787,0.27849682470543047,0
2010-12-04 04:14:00,538,-0.07825957329760869,0
2016-12-21 16:42:00,747,-0.13356487517781562,0
2016-02-11 01:51:00,759,-0.3394097207409178,0
